reaction,mapped_reaction
Cc1ccc2C(=O)OC(=O)c2c1.CCOc1cc(ccc1OC)C(N)CC(O)=O>>CCOc1cc(ccc1OC)C(CC(O)=O)N1C(=O)c2ccc(C)cc2C1=O,[CH3:1][CH2:2][O:3][c:4]1[cH:5][c:6]([cH:7][cH:8][c:9]1[O:10][CH3:11])[CH:12]([NH2:13])[CH2:14][C:15]([OH:16])=[O:17].[CH3:18][c:19]1[cH:20][cH:21][c:22]2[C:23](=[O:24])[O:25][C:26](=[O:27])[c:28]2[cH:29]1>>[OH2:25].[CH3:1][CH2:2][O:3][c:4]1[cH:5][c:6]([cH:7][cH:8][c:9]1[O:10][CH3:11])[CH:12]([CH2:14][C:15]([OH:16])=[O:17])[N:13]1[C:23](=[O:24])[c:22]2[cH:21][cH:20][c:19]([CH3:18])[cH:29][c:28]2[C:26]1=[O:27]
CCC(CC)c1cc(C)[n]2nc(-c3ccc(OC)cc3Cl)n(CC(O)=O)c(=O)c12.N>>CCC(CC)c1cc(C)[n]2nc(-c3ccc(OC)cc3Cl)n(CC(N)=O)c(=O)c12,[CH3:2][CH2:3][CH:4]([CH2:5][CH3:6])[c:7]1[cH:8][c:9]([CH3:10])[n:11]2[n:12][c:13](-[c:14]3[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][c:21]3[Cl:22])[n:23]([CH2:24][C:25]([OH:26])=[O:27])[c:28](=[O:29])[c:30]12.[NH3:1]>>[CH3:2][CH2:3][CH:4]([CH2:5][CH3:6])[c:7]1[cH:8][c:9]([CH3:10])[n:11]2[n:12][c:13](-[c:14]3[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][c:21]3[Cl:22])[n:23]([CH2:24][C:25]([NH2:1])=[O:27])[c:28](=[O:29])[c:30]12.[OH2:26]
CN.COc1nc2cc(Cl)c(Cl)c(C(O)=O)c2nc1OC>>CNC(=O)c1c(Cl)c(Cl)cc2nc(OC)c(OC)nc12,[CH3:3][O:4][c:5]1[n:6][c:7]2[cH:8][c:9]([Cl:10])[c:11]([Cl:12])[c:13]([C:14]([OH:15])=[O:16])[c:17]2[n:18][c:19]1[O:20][CH3:21].[CH3:1][NH2:2]>>[CH3:1][NH:2][C:14](=[O:16])[c:13]1[c:11]([Cl:12])[c:9]([Cl:10])[cH:8][c:7]2[n:6][c:5]([O:4][CH3:3])[c:19]([O:20][CH3:21])[n:18][c:17]12.[OH2:15]
COc1c(Br)ccc2C3CCCN(C)C3COc12.CI>>COc1c(C)ccc2C3CCCN(C)C3COc12,[CH3:1][I:2].[CH3:3][O:4][c:5]1[c:6]([Br:7])[cH:8][cH:9][c:10]2[CH:11]3[CH2:12][CH2:13][CH2:14][N:15]([CH3:16])[CH:17]3[CH2:18][O:19][c:20]12>>[CH3:3][O:4][c:5]1[c:6]([CH3:1])[cH:8][cH:9][c:10]2[CH:11]3[CH2:12][CH2:13][CH2:14][N:15]([CH3:16])[CH:17]3[CH2:18][O:19][c:20]12.[Br:7].[I:2]
Brc1cccnc1.O.FC(F)(F)c1ccccc1C#N>>FC(F)(F)c1ccccc1C(=O)c1cccnc1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[C:11]#[N:12].[OH2:13].[Br:14][c:15]1[cH:16][cH:17][cH:18][n:19][cH:20]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[C:11](=[O:13])[c:15]1[cH:16][cH:17][cH:18][n:19][cH:20]1.[Br:14].[N:12]
[N-]=[N+]=[N-].ClC(=O)CCCCCCCCCCOc1ccccc1>>O=C=NCCCCCCCCCCOc1ccccc1,[Cl:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][O:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[N-:21]=[N+:22]=[N-:23]>>[O:3]=[C:2]=[N:23][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][O:14][c:15]1[cH:20][cH:19][cH:18][cH:17][cH:16]1.[Cl:1].[N:21].[N:22]
CN1CCC(Cl)CC1.Fc1ccccc1C#N.O>>CN1CCC(CC1)C(=O)c1ccccc1F,[OH2:1].[F:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[C:9]#[N:10].[CH3:11][N:12]1[CH2:13][CH2:14][CH:15]([Cl:16])[CH2:17][CH2:18]1>>[CH3:11][N:12]1[CH2:18][CH2:17][CH:15]([CH2:14][CH2:13]1)[C:9](=[O:1])[c:8]1[cH:7][cH:6][cH:5][cH:4][c:3]1[F:2].[Cl:16].[N:10]
CCOC(C)(OCC)OCC.OCC(CO)(CO)CO>>CC12OCC(CO)(CO1)CO2,[CH3:8][CH2:4][O:3][C:1]([CH3:2])([O:6][CH2:7][CH3:5])[O:9][CH2:10][CH3:11].[OH:12][CH2:13][C:14]([CH2:15][OH:16])([CH2:17][OH:18])[CH2:19][OH:20]>>[CH3:2][C:1]12[O:18][CH2:17][C:14]([CH2:13][OH:12])([CH2:19][O:20]1)[CH2:15][O:16]2.[CH3:8][CH2:4][OH:3].[CH3:5][CH2:7][OH:6].[CH3:11][CH2:10][OH:9]
CC1N=C(c2ccccc2F)c2cc(ccc2NC1=O)C(C)=O.CI>>CC1N=C(c2ccccc2F)c2cc(ccc2N(C)C1=O)C(C)=O,[CH3:1][I:2].[CH3:3][CH:4]1[N:5]=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[F:13])[c:14]2[cH:15][c:16]([cH:17][cH:18][c:19]2[NH:20][C:21]1=[O:22])[C:23]([CH3:24])=[O:25]>>[CH3:3][CH:4]1[N:5]=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[F:13])[c:14]2[cH:15][c:16]([cH:17][cH:18][c:19]2[N:20]([CH3:1])[C:21]1=[O:22])[C:23]([CH3:24])=[O:25].[I:2]
CCOC(=O)CC(=O)CCl.Clc1ccccc1C=O.Nc1cc[nH]n1>>Clc1ccccc1C1C2=C(COC2=O)Nc2n[nH]cc12,[O:30].[NH2:1][c:2]1[cH:3][cH:4][nH:5][n:6]1.[Cl:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[CH:14]=[O:15].[CH3:16][CH2:17][O:18][C:19](=[O:20])[CH2:21][C:22](=[O:23])[CH2:24][Cl:25]>>[Cl:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[CH:14]1[C:21]2=[C:22]([CH2:24][O:30][C:19]2=[O:20])[NH:1][c:2]2[n:6][nH:5][cH:4][c:3]12.[CH3:16][CH2:17][OH:18].[O:15].[Cl-:25]
CCN.OC1CC(F)(F)C(F)(F)C1(F)F.CCCSP(Cl)(Cl)=O>>CCCSP(=O)(NCC)OC1CC(F)(F)C(F)(F)C1(F)F,[CH3:1][CH2:2][CH2:3][S:4][P:5]([Cl:6])([Cl:7])=[O:8].[OH:9][CH:10]1[CH2:11][C:12]([F:13])([F:14])[C:15]([F:16])([F:17])[C:18]1([F:19])[F:20].[CH3:21][CH2:22][NH2:23]>>[CH3:1][CH2:2][CH2:3][S:4][P:5](=[O:8])([NH:23][CH2:22][CH3:21])[O:9][CH:10]1[CH2:11][C:12]([F:13])([F:14])[C:15]([F:16])([F:17])[C:18]1([F:19])[F:20].[Cl:6].[Cl:7]
Fc1ccc(Br)cc1C(F)(F)F.[K]C#N.O.O>>OC(=O)c1ccc(Br)cc1C(F)(F)F,[OH2:1].[OH2:2].[K:3][C:4]#[N:5].[F:6][c:7]1[cH:8][cH:9][c:10]([Br:11])[cH:12][c:13]1[C:14]([F:15])([F:16])[F:17]>>[OH:2][C:4](=[O:1])[c:7]1[cH:8][cH:9][c:10]([Br:11])[cH:12][c:13]1[C:14]([F:15])([F:16])[F:17].[F:6].[K:3].[N:5]
Clc1ccc2[nH]c(nc2c1)C(Cl)(Cl)Cl.NCc1ccccc1.O>>Clc1ccc2[nH]c(nc2c1)C(=O)NCc1ccccc1,[OH2:1].[NH2:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[Cl:10][c:11]1[cH:12][cH:13][c:14]2[nH:15][c:16]([n:17][c:18]2[cH:19]1)[C:20]([Cl:21])([Cl:22])[Cl:23]>>[Cl:10][c:11]1[cH:12][cH:13][c:14]2[nH:15][c:16]([n:17][c:18]2[cH:19]1)[C:20](=[O:1])[NH:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[Cl:23].[Cl:22].[Cl:21]
Nc1ccccc1C#N.CC[Mg]Cl>>CCC(=O)c1ccccc1N,[CH3:1][CH2:2][Mg:3][Cl:4].[NH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[C:12]#[N:13].[O:14]>>[CH3:1][CH2:2][C:12](=[O:14])[c:11]1[cH:10][cH:9][cH:8][cH:7][c:6]1[NH2:5].[Cl:4].[Mg:3].[N:13]
COc1ccc2N(C)C(=O)Cc2c1.C[S+](C)(C)=O.Ic1n[nH]c2cc(C=O)ccc12>>COc1ccc2N(C)C(=O)C3(CC3c3ccc4c(I)n[nH]c4c3)c2c1,[I:1][c:2]1[n:3][nH:4][c:5]2[cH:6][c:7]([CH:8]=[O:9])[cH:10][cH:11][c:12]12.[CH3:13][S+:14]([CH3:15])([CH3:16])=[O:17].[CH3:18][O:19][c:20]1[cH:21][cH:22][c:23]2[N:24]([CH3:25])[C:26](=[O:27])[CH2:28][c:29]2[cH:30]1>>[CH3:18][O:19][c:20]1[cH:21][cH:22][c:23]2[N:24]([CH3:25])[C:26](=[O:27])[C:28]3([CH2:16][CH:8]3[c:7]3[cH:10][cH:11][c:12]4[c:2]([I:1])[n:3][nH:4][c:5]4[cH:6]3)[c:29]2[cH:30]1.[C:15].[C:13].[O:9].[O:17].[S:14]
Brc1ccc(cc1)C#N.CC(C)[Mg+]>>CC(C)C(=O)c1ccc(Br)cc1,[CH3:1][CH:2]([CH3:3])[Mg+:4].[Br:5][c:6]1[cH:7][cH:8][c:9]([cH:10][cH:11]1)[C:12]#[N:13].[O:14]>>[CH3:1][CH:2]([CH3:3])[C:12](=[O:14])[c:9]1[cH:10][cH:11][c:6]([Br:5])[cH:7][cH:8]1.[Mg:4].[N:13]
O=C(NC1CCCNC1=O)OCc1ccccc1.N.N.ClP(Cl)(Cl)=O>>NP(N)(=O)N1CCCC(NC(=O)OCc2ccccc2)C1=O,[Cl:1][P:2]([Cl:3])([Cl:4])=[O:5].[NH3:6].[NH3:7].[O:8]=[C:9]([NH:10][CH:11]1[CH2:12][CH2:13][CH2:14][NH:15][C:16]1=[O:17])[O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1>>[NH2:6][P:2]([NH2:7])(=[O:5])[N:15]1[CH2:14][CH2:13][CH2:12][CH:11]([NH:10][C:9](=[O:8])[O:18][CH2:19][c:20]2[cH:25][cH:24][cH:23][cH:22][cH:21]2)[C:16]1=[O:17].[Cl:4].[Cl:3].[Cl:1]
CC(C)(C)OC(=O)NC1(CCC1)c1ccc(cc1)C#N.[Mg+]Cc1ccccc1>>CC(C)(C)OC(=O)NC1(CCC1)c1ccc(cc1)C(=O)Cc1ccccc1,[Mg+:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[CH3:9][C:10]([CH3:11])([CH3:12])[O:13][C:14](=[O:15])[NH:16][C:17]1([CH2:18][CH2:19][CH2:20]1)[c:21]1[cH:22][cH:23][c:24]([cH:25][cH:26]1)[C:27]#[N:28].[O:29]>>[CH3:12][C:10]([CH3:11])([CH3:9])[O:13][C:14](=[O:15])[NH:16][C:17]1([CH2:20][CH2:19][CH2:18]1)[c:21]1[cH:26][cH:25][c:24]([cH:23][cH:22]1)[C:27](=[O:29])[CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[Mg:1].[N:28]
CC(=S)OCc1ccc(cc1)[N+]([O-])=O>>[O-][N+](=O)c1ccc(CS)cc1,[CH3:1][C:2](=[S:3])[O:4][CH2:5][c:6]1[cH:7][cH:8][c:9]([cH:10][cH:11]1)[N+:12]([O-:13])=[O:14]>>[O-:13][N+:12](=[O:14])[c:9]1[cH:10][cH:11][c:6]([CH2:5][SH:3])[cH:7][cH:8]1.[C:1].[C:2].[O:4]
OC(CCC(O)COCc1ccccc1)COCc1ccccc1.[O-][I+3]([O-])([O-])[O-].ClS(Cl)=O>>O=S1(=O)OC(COCc2ccccc2)CCC(COCc2ccccc2)O1,[Cl:1][S:2]([Cl:3])=[O:4].[O-:5][I+3:6]([O-:7])([O-:8])[O-:9].[OH:10][CH:11]([CH2:12][CH2:13][CH:14]([OH:15])[CH2:16][O:17][CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[CH2:25][O:26][CH2:27][c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1>>[O:4]=[S:2]1(=[O:9])[O:10][CH:11]([CH2:25][O:26][CH2:27][c:28]2[cH:33][cH:32][cH:31][cH:30][cH:29]2)[CH2:12][CH2:13][CH:14]([CH2:16][O:17][CH2:18][c:19]2[cH:24][cH:23][cH:22][cH:21][cH:20]2)[O:15]1.[Cl:3].[Cl:1].[I:6].[O:8].[O:5].[O:7]
O=C(n1ccnc1)n1ccnc1.CC(C)(C)OC(=O)N1CCC(CC1)NCc1ccccc1[N+]([O-])=O>>CC(C)(C)OC(=O)N1CCC(CC1)N1Cc2ccccc2NC1=O,[O:26]=[C:25]([n:27]1[cH:28][cH:29][n:30][cH:31]1)[n:32]1[cH:33][cH:34][n:35][cH:36]1.[CH3:18][C:17]([CH3:19])([CH3:20])[O:16][C:14](=[O:15])[N:11]1[CH2:10][CH2:9][CH:8]([CH2:13][CH2:12]1)[NH:7][CH2:6][c:5]1[cH:21][cH:22][cH:23][cH:24][c:4]1[N+:1]([O-:2])=[O:3]>>[CH3:18][C:17]([CH3:19])([CH3:20])[O:16][C:14](=[O:15])[N:11]1[CH2:10][CH2:9][CH:8]([CH2:13][CH2:12]1)[N:7]1[CH2:6][c:5]2[cH:21][cH:22][cH:23][cH:24][c:4]2[NH:1][C:25]1=[O:26]
CCOC(=O)C(CCCCOc1ccc(cc1)C(=O)OC)(Cc1c(Br)c(OC)c(OC)c(OC)c1OC)C(=O)OCC>>CCOC(=O)C1(CCCCOc2ccc(cc2)C(=O)OC)Cc2c(C1=O)c(OC)c(OC)c(OC)c2OC,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]([CH2:7][CH2:8][CH2:9][CH2:10][O:11][c:12]1[cH:13][cH:14][c:15]([cH:16][cH:17]1)[C:18](=[O:19])[O:20][CH3:21])([CH2:22][c:23]1[c:24]([Br:25])[c:26]([O:27][CH3:28])[c:29]([O:30][CH3:31])[c:32]([O:33][CH3:34])[c:35]1[O:36][CH3:37])[C:38](=[O:39])[O:40][CH2:41][CH3:42]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]1([CH2:7][CH2:8][CH2:9][CH2:10][O:11][c:12]2[cH:17][cH:16][c:15]([cH:14][cH:13]2)[C:18](=[O:19])[O:20][CH3:21])[CH2:22][c:23]2[c:24]([C:38]1=[O:39])[c:26]([O:27][CH3:28])[c:29]([O:30][CH3:31])[c:32]([O:33][CH3:34])[c:35]2[O:36][CH3:37].[Br:25].[CH3:42][CH2:41][OH:40]
CCOC(=O)c1nc(Br)ccc1N.OB(O)C1CC1>>CCOC(=O)c1nc(ccc1N)C1CC1,[OH:1][B:2]([OH:3])[CH:4]1[CH2:5][CH2:6]1.[CH3:7][CH2:8][O:9][C:10](=[O:11])[c:12]1[n:13][c:14]([Br:15])[cH:16][cH:17][c:18]1[NH2:19]>>[CH3:7][CH2:8][O:9][C:10](=[O:11])[c:12]1[n:13][c:14]([cH:16][cH:17][c:18]1[NH2:19])[CH:4]1[CH2:5][CH2:6]1.[B:2].[Br:15].[O:3].[O:1]
C=O.CC(C)=O.NC1CCC(C(CC#N)C1)N(Cc1ccccc1)Cc1ccccc1>>CC(C)N(C)C1CCC(C(CC#N)C1)N(Cc1ccccc1)Cc1ccccc1,[NH2:1][CH:2]1[CH2:3][CH2:4][CH:5]([CH:6]([CH2:7][C:8]#[N:9])[CH2:10]1)[N:11]([CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:26][C:27]([CH3:28])=[O:29].[CH2:30]=[O:31]>>[CH3:26][CH:27]([CH3:28])[N:1]([CH3:30])[CH:2]1[CH2:3][CH2:4][CH:5]([CH:6]([CH2:7][C:8]#[N:9])[CH2:10]1)[N:11]([CH2:19][c:20]1[cH:25][cH:24][cH:23][cH:22][cH:21]1)[CH2:12][c:13]1[cH:18][cH:17][cH:16][cH:15][cH:14]1.[O:31].[O:29]
N#CC1CC1.Clc1ccccc1CBr>>Clc1ccccc1CC(=O)C1CC1,[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][Br:9].[N:10]#[C:11][CH:12]1[CH2:13][CH2:14]1.[O:15]>>[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][C:11](=[O:15])[CH:12]1[CH2:13][CH2:14]1.[Br:9].[N:10]
CCCCc1ccc(Br)cc1.N#Cc1nccc2ccccc12>>CCCCc1ccc(cc1)C(=O)c1nccc2ccccc12,[N:1]#[C:2][c:3]1[n:4][cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12.[CH3:13][CH2:14][CH2:15][CH2:16][c:17]1[cH:18][cH:19][c:20]([Br:21])[cH:22][cH:23]1.[O:24]>>[CH3:13][CH2:14][CH2:15][CH2:16][c:17]1[cH:18][cH:19][c:20]([cH:22][cH:23]1)[C:2](=[O:24])[c:3]1[n:4][cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12.[Br:21].[N:1]
[Mg+]C=C.CC(C)P(Cl)C(C)C>>CC(C)P(=O)(C=C)C(C)C,[CH3:1][CH:2]([CH3:3])[P:4]([Cl:5])[CH:6]([CH3:7])[CH3:8].[Mg+:9][CH:10]=[CH2:11].[O:12]>>[CH3:3][CH:2]([CH3:1])[P:4](=[O:12])([CH:10]=[CH2:11])[CH:6]([CH3:8])[CH3:7].[Cl:5].[Mg:9]
Cc1nc(sc1C(OCc1ccc(C#N)c(Br)c1)C(F)(F)F)-c1ccc(cc1)C(F)(F)F.OB(O)C1CC1>>Cc1nc(sc1C(OCc1ccc(C#N)c(c1)C1CC1)C(F)(F)F)-c1ccc(cc1)C(F)(F)F,[OH:1][B:2]([OH:3])[CH:4]1[CH2:5][CH2:6]1.[CH3:7][c:8]1[n:9][c:10]([s:11][c:12]1[CH:13]([O:14][CH2:15][c:16]1[cH:17][cH:18][c:19]([C:20]#[N:21])[c:22]([Br:23])[cH:24]1)[C:25]([F:26])([F:27])[F:28])-[c:29]1[cH:30][cH:31][c:32]([cH:33][cH:34]1)[C:35]([F:36])([F:37])[F:38]>>[CH3:7][c:8]1[n:9][c:10]([s:11][c:12]1[CH:13]([O:14][CH2:15][c:16]1[cH:17][cH:18][c:19]([C:20]#[N:21])[c:22]([cH:24]1)[CH:4]1[CH2:5][CH2:6]1)[C:25]([F:26])([F:27])[F:28])-[c:29]1[cH:34][cH:33][c:32]([cH:31][cH:30]1)[C:35]([F:36])([F:37])[F:38].[B:2].[Br:23].[O:3].[O:1]
Brc1ccc(cc1)-c1ccccc1.N#CC1CN2CCC1CC2>>O=C(C1CN2CCC1CC2)c1ccc(cc1)-c1ccccc1,[N:1]#[C:2][CH:3]1[CH2:4][N:5]2[CH2:6][CH2:7][CH:8]1[CH2:9][CH2:10]2.[Br:11][c:12]1[cH:13][cH:14][c:15]([cH:16][cH:17]1)-[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[O:24]>>[O:24]=[C:2]([CH:3]1[CH2:4][N:5]2[CH2:6][CH2:7][CH:8]1[CH2:9][CH2:10]2)[c:12]1[cH:17][cH:16][c:15]([cH:14][cH:13]1)-[c:18]1[cH:23][cH:22][cH:21][cH:20][cH:19]1.[Br:11].[N:1]
CC(C)(C)C(=O)Nc1cc2-c3ccccc3S(=O)(=O)c2cc1Br.CI>>Cc1cc2c(cc1NC(=O)C(C)(C)C)-c1ccccc1S2(=O)=O,[CH3:1][I:2].[CH3:3][C:4]([CH3:5])([CH3:6])[C:7](=[O:8])[NH:9][c:10]1[cH:11][c:12]2-[c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[S:19](=[O:20])(=[O:21])[c:22]2[cH:23][c:24]1[Br:25]>>[CH3:1][c:24]1[cH:23][c:22]2[c:12]([cH:11][c:10]1[NH:9][C:7](=[O:8])[C:4]([CH3:6])([CH3:5])[CH3:3])-[c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[S:19]2(=[O:20])=[O:21].[Br:25].[I:2]
Fc1ccc(CBr)cc1.N#Cc1ccccc1>>Fc1ccc(CC(=O)c2ccccc2)cc1,[N:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[F:9][c:10]1[cH:11][cH:12][c:13]([CH2:14][Br:15])[cH:16][cH:17]1.[O:18]>>[F:9][c:10]1[cH:17][cH:16][c:13]([CH2:14][C:2](=[O:18])[c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[cH:12][cH:11]1.[Br:15].[N:1]
CC(C)(C)OC(=O)NC1CCC(N)CC1.C=O.CC(C)=O>>CC(C)N(C)C1CCC(CC1)NC(=O)OC(C)(C)C,[CH3:1][C:2]([CH3:3])=[O:4].[CH2:5]=[O:6].[CH3:7][C:8]([CH3:9])([CH3:10])[O:11][C:12](=[O:13])[NH:14][CH:15]1[CH2:16][CH2:17][CH:18]([NH2:19])[CH2:20][CH2:21]1>>[CH3:1][CH:2]([CH3:3])[N:19]([CH3:5])[CH:18]1[CH2:20][CH2:21][CH:15]([CH2:16][CH2:17]1)[NH:14][C:12](=[O:13])[O:11][C:8]([CH3:10])([CH3:9])[CH3:7].[O:6].[O:4]
Cc1cnc(C#N)c(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1.Ic1ncnc2[nH]ccc12>>Cc1cnc(C(=O)c2ncnc3[nH]ccc23)c(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,[I:1][c:2]1[n:3][cH:4][n:5][c:6]2[nH:7][cH:8][cH:9][c:10]12.[CH3:11][c:12]1[cH:13][n:14][c:15]([C:16]#[N:17])[c:18]([NH:19][S:20](=[O:21])(=[O:22])[c:23]2[cH:24][cH:25][c:26]([Cl:27])[c:28]([Cl:29])[cH:30]2)[cH:31]1.[O:32]>>[CH3:11][c:12]1[cH:13][n:14][c:15]([C:16](=[O:32])[c:2]2[n:3][cH:4][n:5][c:6]3[nH:7][cH:8][cH:9][c:10]23)[c:18]([NH:19][S:20](=[O:21])(=[O:22])[c:23]2[cH:24][cH:25][c:26]([Cl:27])[c:28]([Cl:29])[cH:30]2)[cH:31]1.[I:1].[N:17]
Brc1cc(Br)cc(Br)c1.N#Cc1cccnc1>>Brc1cc(Br)cc(c1)C(=O)c1cccnc1,[N:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1.[Br:9][c:10]1[cH:11][c:12]([Br:13])[cH:14][c:15]([Br:16])[cH:17]1.[O:18]>>[Br:13][c:12]1[cH:14][c:15]([Br:16])[cH:17][c:10]([cH:11]1)[C:2](=[O:18])[c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1.[Br:9].[N:1]
